location_name,datetime_local,date,latitude,longitude,timezone,humidity,pm10,pm25,temperature,temp_meteostat_hourly,humidity_meteostat_hourly,precipitation_meteostat_hourly,wind_speed_meteostat_hourly,pressure_meteostat_hourly,cloud_cover_meteostat_hourly,pm25_coverage_percent_complete,pm10_coverage_percent_complete,temperature_coverage_percent_complete
The Views,2026-01-01 06:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,80,,9.66,22.5,13.2,80,0.0,9.9,1017.1,0,100.0,,100.0
The Views,2026-01-01 07:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,82,,10.6,22.2,12.7,82,0.0,8.6,1017.7,0,100.0,,100.0
The Views,2026-01-01 08:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,78,,7.7,22.1,13.4,78,0.0,8.6,1018.7,0,100.0,,100.0
The Views,2026-01-01 09:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,64,,6.17,22.5,16.5,64,0.0,9.9,1019.3,0,100.0,,100.0
The Views,2026-01-01 10:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,54,,2.19,24.1,19.3,54,0.0,9.5,1019.5,0,100.0,,100.0
The Views,2026-01-01 11:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,46,,2.28,25.1,20.5,46,0.0,6.2,1019.0,0,100.0,,100.0
The Views,2026-01-01 12:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,40,,1.66,25.7,21.4,40,0.0,5.2,1018.1,0,100.0,,100.0
The Views,2026-01-01 13:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,38,,4.84,26.0,22.2,38,0.0,8.1,1017.0,0,100.0,,100.0
The Views,2026-01-01 14:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,39,,2.16,26.2,22.5,39,0.0,12.1,1016.6,0,100.0,,100.0
The Views,2026-01-01 15:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,41,,2.24,26.0,22.6,41,0.0,10.4,1016.1,0,100.0,,100.0
The Views,2026-01-01 16:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,40,,2.77,25.8,23.0,40,0.0,9.4,1016.0,0,100.0,,100.0
The Views,2026-01-01 17:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,46,,2.89,25.6,21.9,46,0.0,12.6,1016.2,0,100.0,,100.0
The Views,2026-01-01 18:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,49,,4.13,25.2,20.9,49,0.0,12.5,1016.5,0,100.0,,100.0
The Views,2026-01-01 19:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,52,,22.7,24.8,19.9,52,0.0,13.3,1017.4,0,100.0,,100.0
The Views,2026-01-01 20:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,54,,13.0,24.6,19.3,54,0.0,12.0,1017.9,0,100.0,,100.0
The Views,2026-01-01 21:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,57,,55.1,24.2,18.7,57,0.0,7.8,1017.9,0,100.0,,100.0
The Views,2026-01-01 22:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,62,,63.5,23.9,18.2,62,0.0,7.5,1018.0,0,100.0,,100.0
The Views,2026-01-01 23:00:00,2026-01-01,25.092213,55.168125,Asia/Dubai,67,,50.3,23.6,17.4,67,0.0,7.2,1018.0,0,100.0,,100.0
The Views,2026-01-02 00:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,68,,6.71,23.4,16.9,68,0.0,9.1,1017.5,0,100.0,,100.0
The Views,2026-01-02 01:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,71,,6.26,23.3,15.7,71,0.0,10.0,1017.8,0,100.0,,100.0
The Views,2026-01-02 02:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,72,,8.17,23.1,14.9,72,0.0,10.7,1017.8,0,100.0,,100.0
The Views,2026-01-02 03:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,73,,6.75,22.7,14.7,73,0.0,11.1,1017.9,0,100.0,,100.0
The Views,2026-01-02 04:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,76,,10.7,22.3,14.1,76,0.0,9.7,1017.4,0,100.0,,100.0
The Views,2026-01-02 05:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,78,,10.7,21.9,13.9,78,0.0,9.1,1017.6,0,100.0,,100.0
The Views,2026-01-02 06:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,80,,10.4,21.6,13.6,80,0.0,9.6,1018.2,0,100.0,,100.0
The Views,2026-01-02 07:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,82,,12.1,21.4,13.3,82,0.0,9.2,1019.0,0,100.0,,100.0
The Views,2026-01-02 08:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,78,,18.5,21.0,14.4,78,0.0,9.1,1019.5,0,100.0,,100.0
The Views,2026-01-02 09:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,69,,27.9,21.1,17.1,69,0.0,10.7,1020.4,1,100.0,,100.0
The Views,2026-01-02 10:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,66,,30.5,22.8,19.1,66,0.0,12.0,1021.0,0,100.0,,100.0
The Views,2026-01-02 11:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,61,,27.7,24.2,21.1,61,0.0,12.9,1020.4,0,100.0,,100.0
The Views,2026-01-02 12:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,59,,17.6,25.3,22.4,59,0.0,9.1,1019.4,0,100.0,,100.0
The Views,2026-01-02 13:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,55,,8.85,25.9,23.4,55,0.0,13.0,1018.3,0,100.0,,100.0
The Views,2026-01-02 14:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,54,,6.47,25.9,24.0,54,0.0,16.6,1017.8,0,100.0,,100.0
The Views,2026-01-02 15:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,56,,5.53,26.0,23.8,56,0.0,17.3,1017.8,0,100.0,,100.0
The Views,2026-01-02 16:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,58,,4.0,26.2,23.5,58,0.0,16.1,1017.5,0,100.0,,100.0
The Views,2026-01-02 17:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,60,,5.21,26.2,22.9,60,0.0,16.6,1018.0,0,100.0,,100.0
The Views,2026-01-02 18:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,65,,6.76,26.1,22.0,65,0.0,12.8,1018.5,0,100.0,,100.0
The Views,2026-01-02 19:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,68,,5.57,25.9,21.3,68,0.0,11.4,1019.1,0,100.0,,100.0
The Views,2026-01-02 20:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,71,,5.78,25.5,20.9,71,0.0,8.3,1019.3,0,100.0,,100.0
The Views,2026-01-02 21:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,72,,17.4,25.2,20.4,72,0.0,8.8,1019.4,0,100.0,,100.0
The Views,2026-01-02 22:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,74,,19.8,24.9,20.1,74,0.0,9.2,1019.4,0,100.0,,100.0
The Views,2026-01-02 23:00:00,2026-01-02,25.092213,55.168125,Asia/Dubai,76,,21.7,24.6,19.3,76,0.0,7.9,1019.3,0,100.0,,100.0
The Views,2026-01-03 00:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,82,,24.4,24.2,18.3,82,0.0,8.9,1019.2,0,100.0,,100.0
The Views,2026-01-03 01:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,85,,44.1,24.0,17.5,85,0.0,7.0,1019.0,0,100.0,,100.0
The Views,2026-01-03 02:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,87,,54.2,23.7,16.9,87,0.0,9.0,1019.0,0,100.0,,100.0
The Views,2026-01-03 03:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,89,,55.8,23.5,16.3,89,0.0,8.7,1018.5,0,100.0,,100.0
The Views,2026-01-03 04:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,89,,61.2,23.3,16.2,89,0.0,9.8,1018.3,0,100.0,,100.0
The Views,2026-01-03 05:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,91,,67.2,23.1,15.6,91,0.0,9.8,1018.3,0,100.0,,100.0
The Views,2026-01-03 06:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,94,,74.1,22.8,15.1,94,0.0,10.4,1018.6,5,100.0,,100.0
The Views,2026-01-03 07:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,97,,57.9,22.1,13.9,97,0.0,10.1,1019.4,8,100.0,,100.0
The Views,2026-01-03 08:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,97,,46.1,21.2,13.8,97,0.0,8.6,1020.0,8,100.0,,100.0
The Views,2026-01-03 09:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,99,,44.9,21.5,14.8,99,0.0,7.3,1020.4,8,100.0,,100.0
The Views,2026-01-03 10:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,85,,48.0,22.9,18.3,85,0.0,7.0,1021.0,1,100.0,,100.0
The Views,2026-01-03 11:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,69,,44.8,24.6,21.3,69,0.0,7.7,1020.2,0,100.0,,100.0
The Views,2026-01-03 12:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,57,,30.2,25.7,23.3,57,0.0,10.7,1019.4,0,100.0,,100.0
The Views,2026-01-03 13:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,55,,22.9,26.2,24.0,55,0.0,12.5,1018.4,0,100.0,,100.0
The Views,2026-01-03 14:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,52,,21.6,26.4,24.5,52,0.0,13.8,1017.5,0,100.0,,100.0
The Views,2026-01-03 15:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,52,,25.2,26.2,24.6,52,0.0,14.7,1017.3,0,100.0,,100.0
The Views,2026-01-03 16:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,56,,23.2,26.3,23.9,56,0.0,14.9,1017.3,0,100.0,,100.0
The Views,2026-01-03 17:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,59,,18.4,26.3,23.4,59,0.0,15.9,1017.4,0,100.0,,100.0
The Views,2026-01-03 18:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,65,,17.2,26.1,22.2,65,0.0,12.7,1018.0,0,100.0,,100.0
The Views,2026-01-03 19:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,69,,24.6,25.9,21.7,69,0.0,10.1,1018.6,0,100.0,,100.0
The Views,2026-01-03 20:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,72,,29.3,25.5,21.1,72,0.0,9.2,1019.1,0,100.0,,100.0
The Views,2026-01-03 21:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,73,,27.6,25.3,20.6,73,0.0,8.8,1019.4,0,100.0,,100.0
The Views,2026-01-03 22:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,75,,24.3,25.1,20.2,75,0.0,8.4,1019.5,0,100.0,,100.0
The Views,2026-01-03 23:00:00,2026-01-03,25.092213,55.168125,Asia/Dubai,80,,20.0,25.0,19.5,80,0.0,7.5,1019.5,0,100.0,,100.0
The Views,2026-01-04 00:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,84,,12.6,24.9,18.5,84,0.0,7.8,1019.4,0,100.0,,100.0
The Views,2026-01-04 01:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,85,,13.2,24.8,18.3,85,0.0,8.3,1019.3,0,100.0,,100.0
The Views,2026-01-04 02:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,86,,23.5,24.7,17.7,86,0.0,8.0,1019.1,0,100.0,,100.0
The Views,2026-01-04 03:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,89,,33.4,24.2,17.1,89,0.0,8.7,1018.6,0,100.0,,100.0
The Views,2026-01-04 04:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,90,,39.2,23.8,16.9,90,0.0,9.9,1018.4,0,100.0,,100.0
The Views,2026-01-04 05:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,92,,42.6,23.5,16.3,92,0.0,11.1,1018.3,0,100.0,,100.0
The Views,2026-01-04 06:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,92,,44.2,23.2,16.3,92,0.0,11.3,1018.7,0,100.0,,100.0
The Views,2026-01-04 07:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,92,,44.3,22.6,16.2,92,0.0,11.2,1019.3,0,100.0,,100.0
The Views,2026-01-04 08:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,92,,42.7,22.5,16.6,92,0.0,13.3,1020.1,1,100.0,,100.0
The Views,2026-01-04 09:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,84,,41.4,22.9,18.7,84,0.0,12.3,1020.2,0,100.0,,100.0
The Views,2026-01-04 10:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,77,,40.0,24.0,20.9,77,0.0,13.5,1020.8,0,100.0,,100.0
The Views,2026-01-04 11:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,71,,38.3,25.2,23.0,71,0.0,13.7,1020.2,0,100.0,,100.0
The Views,2026-01-04 12:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,66,,28.4,26.2,24.4,66,0.0,13.9,1019.2,0,100.0,,100.0
The Views,2026-01-04 13:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,54,,18.7,26.9,26.0,54,0.0,18.9,1018.2,0,100.0,,100.0
The Views,2026-01-04 14:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,55,,25.9,27.1,25.9,55,0.0,21.7,1017.8,0,100.0,,100.0
The Views,2026-01-04 16:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,55,,24.9,27.1,24.8,55,0.0,23.4,1017.4,0,100.0,,100.0
The Views,2026-01-04 17:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,59,,20.0,27.0,24.2,59,0.0,21.9,1018.0,0,100.0,,100.0
The Views,2026-01-04 18:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,61,,14.4,26.8,23.2,61,0.0,18.7,1018.4,0,100.0,,100.0
The Views,2026-01-04 19:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,66,,17.4,26.6,22.6,66,0.0,15.6,1019.1,0,100.0,,100.0
The Views,2026-01-04 20:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,71,,13.9,26.5,22.1,71,0.0,14.3,1019.4,0,100.0,,100.0
The Views,2026-01-04 21:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,71,,4.13,26.2,21.7,71,0.0,15.4,1019.6,0,100.0,,100.0
The Views,2026-01-04 22:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,74,,1.71,26.0,20.9,74,0.0,17.4,1020.1,0,100.0,,100.0
The Views,2026-01-04 23:00:00,2026-01-04,25.092213,55.168125,Asia/Dubai,68,,0.77,25.7,20.3,68,0.0,16.7,1020.1,0,100.0,,100.0
The Views,2026-01-05 00:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,68,,0.762,25.4,19.7,68,0.0,14.4,1020.1,0,100.0,,100.0
The Views,2026-01-05 01:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,70,,1.49,25.1,19.2,70,0.0,12.8,1019.8,0,100.0,,100.0
The Views,2026-01-05 02:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,72,,2.72,25.1,18.5,72,0.0,8.4,1019.7,1,100.0,,100.0
The Views,2026-01-05 03:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,76,,3.44,24.9,17.7,76,0.0,10.2,1019.7,1,100.0,,100.0
The Views,2026-01-05 04:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,78,,4.27,24.7,17.2,78,0.0,9.8,1019.7,0,100.0,,100.0
The Views,2026-01-05 05:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,80,,4.85,24.5,16.7,80,0.0,10.0,1019.8,0,100.0,,100.0
The Views,2026-01-05 06:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,82,,5.76,24.0,16.1,82,0.0,9.5,1020.5,0,100.0,,100.0
The Views,2026-01-05 07:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,83,,5.89,23.5,15.8,83,0.0,10.6,1021.2,0,100.0,,100.0
The Views,2026-01-05 08:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,81,,9.08,23.2,16.4,81,0.0,11.7,1022.0,0,100.0,,100.0
The Views,2026-01-05 09:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,71,,15.2,23.6,18.6,71,0.0,12.3,1022.6,0,100.0,,100.0
The Views,2026-01-05 10:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,63,,13.9,25.3,20.5,63,0.0,8.5,1023.2,0,100.0,,100.0
The Views,2026-01-05 11:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,52,,10.0,26.2,22.4,52,0.0,5.9,1022.7,0,100.0,,100.0
The Views,2026-01-05 12:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,46,,6.93,26.8,24.0,46,0.0,6.9,1022.0,0,100.0,,100.0
The Views,2026-01-05 13:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,40,,9.76,27.0,25.3,40,0.0,11.8,1020.4,0,100.0,,100.0
The Views,2026-01-05 14:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,39,,10.0,27.1,25.8,39,0.0,16.6,1019.3,0,100.0,,100.0
The Views,2026-01-05 15:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,38,,15.2,27.1,26.0,38,0.0,19.6,1019.1,0,100.0,,100.0
The Views,2026-01-05 16:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,37,,9.23,27.0,25.8,37,0.0,20.3,1019.2,2,100.0,,100.0
The Views,2026-01-05 17:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,40,,8.28,26.9,24.8,40,0.0,20.7,1019.4,6,100.0,,100.0
The Views,2026-01-05 18:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,38,,6.56,26.6,23.8,38,0.0,20.1,1020.1,0,100.0,,100.0
The Views,2026-01-05 19:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,40,,6.68,26.2,23.0,40,0.0,18.9,1020.7,0,100.0,,100.0
The Views,2026-01-05 20:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,46,,9.21,26.0,22.1,46,0.0,18.8,1021.2,0,100.0,,100.0
The Views,2026-01-05 21:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,50,,9.34,26.0,21.3,50,0.0,16.2,1021.4,0,100.0,,100.0
The Views,2026-01-05 22:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,53,,17.8,25.9,20.3,53,0.0,14.2,1021.4,0,100.0,,100.0
The Views,2026-01-05 23:00:00,2026-01-05,25.092213,55.168125,Asia/Dubai,56,,17.3,25.9,19.5,56,0.0,12.0,1021.2,0,100.0,,100.0
The Views,2026-01-06 00:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,59,,21.7,25.5,18.4,59,0.0,11.6,1020.7,6,100.0,,100.0
The Views,2026-01-06 01:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,58,,23.2,25.1,18.3,58,0.0,9.6,1020.6,8,100.0,,100.0
The Views,2026-01-06 02:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,60,,24.0,24.5,17.5,60,0.0,9.1,1020.4,4,100.0,,100.0
The Views,2026-01-06 03:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,63,,25.3,24.1,16.8,63,0.0,8.4,1019.8,0,100.0,,100.0
The Views,2026-01-06 04:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,61,,24.3,23.7,16.8,61,0.0,10.4,1019.7,0,100.0,,100.0
The Views,2026-01-06 05:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,62,,23.0,23.7,16.5,62,0.0,10.4,1019.5,0,100.0,,100.0
The Views,2026-01-06 06:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,63,,21.8,23.4,16.4,63,0.0,9.5,1020.2,0,100.0,,100.0
The Views,2026-01-06 07:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,62,,22.3,23.4,16.4,62,0.0,10.8,1021.0,0,100.0,,100.0
The Views,2026-01-06 08:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,59,,23.2,23.3,17.4,59,0.0,11.0,1021.4,0,100.0,,100.0
The Views,2026-01-06 09:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,53,,22.7,24.2,19.6,53,0.0,11.3,1022.2,0,100.0,,100.0
The Views,2026-01-06 10:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,47,,17.5,26.1,22.1,47,0.0,9.0,1022.5,0,100.0,,100.0
The Views,2026-01-06 11:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,42,,9.79,26.7,23.9,42,0.0,13.3,1022.3,0,100.0,,100.0
The Views,2026-01-06 12:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,27,,6.68,26.9,25.2,27,0.0,12.1,1021.4,0,100.0,,100.0
The Views,2026-01-06 13:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,26,,12.8,27.3,26.0,26,0.0,11.5,1020.3,0,100.0,,100.0
The Views,2026-01-06 14:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,30,,11.8,27.4,26.2,30,0.0,16.3,1019.3,0,100.0,,100.0
The Views,2026-01-06 15:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,33,,8.73,27.3,25.8,33,0.0,23.0,1019.2,0,100.0,,100.0
The Views,2026-01-06 16:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,40,,8.73,27.1,24.9,40,0.0,23.8,1019.2,1,100.0,,100.0
The Views,2026-01-06 17:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,42,,4.29,26.9,23.9,42,0.0,23.7,1020.0,0,100.0,,100.0
The Views,2026-01-06 18:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,46,,2.4,26.7,22.8,46,0.0,22.0,1020.5,0,100.0,,100.0
The Views,2026-01-06 19:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,51,,2.45,26.5,21.9,51,0.0,19.0,1021.2,0,100.0,,100.0
The Views,2026-01-06 20:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,52,,2.68,26.3,21.3,52,0.0,16.0,1021.5,0,100.0,,100.0
The Views,2026-01-06 21:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,50,,3.01,26.3,21.0,50,0.0,13.4,1021.5,0,100.0,,100.0
The Views,2026-01-06 22:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,52,,5.56,26.2,20.2,52,0.0,10.6,1021.6,0,100.0,,100.0
The Views,2026-01-06 23:00:00,2026-01-06,25.092213,55.168125,Asia/Dubai,54,,5.78,25.9,19.7,54,0.0,10.2,1021.4,0,100.0,,100.0
The Views,2026-01-07 00:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,57,,5.31,25.2,19.2,57,0.0,8.6,1021.2,0,100.0,,100.0
The Views,2026-01-07 01:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,61,,7.8,25.0,18.4,61,0.0,8.9,1020.7,0,100.0,,100.0
The Views,2026-01-07 02:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,66,,8.52,24.5,17.4,66,0.0,7.9,1020.6,0,100.0,,100.0
The Views,2026-01-07 03:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,61,,8.49,24.1,17.2,61,0.0,5.3,1020.5,0,100.0,,100.0
The Views,2026-01-07 04:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,61,,9.67,23.9,17.9,61,0.0,9.9,1020.5,0,100.0,,100.0
The Views,2026-01-07 05:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,66,,11.8,23.6,16.6,66,0.0,8.3,1020.2,0,100.0,,100.0
The Views,2026-01-07 06:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,64,,16.2,23.5,16.6,64,0.0,6.9,1020.4,0,100.0,,100.0
The Views,2026-01-07 07:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,64,,12.4,23.6,16.4,64,0.0,8.1,1021.1,0,100.0,,100.0
The Views,2026-01-07 08:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,61,,12.1,23.7,17.5,61,0.0,8.2,1021.5,1,100.0,,100.0
The Views,2026-01-07 09:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,49,,31.3,24.2,20.1,49,0.0,9.3,1022.3,0,100.0,,100.0
The Views,2026-01-07 10:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,42,,26.0,25.8,21.9,42,0.0,11.9,1022.5,0,100.0,,100.0
The Views,2026-01-07 11:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,43,,6.8,26.7,23.3,43,0.0,14.0,1022.1,0,100.0,,100.0
The Views,2026-01-07 12:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,41,,6.08,26.8,23.9,41,0.0,13.8,1021.3,0,100.0,,100.0
The Views,2026-01-07 13:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,40,,6.4,27.0,24.1,40,0.0,15.4,1020.2,1,100.0,,100.0
The Views,2026-01-07 14:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,37,,27.8,27.1,24.3,37,0.0,15.4,1019.6,1,100.0,,100.0
The Views,2026-01-07 15:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,37,,29.5,27.0,24.3,37,0.0,19.2,1019.1,1,100.0,,100.0
The Views,2026-01-07 16:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,39,,35.9,26.9,24.1,39,0.0,22.1,1019.3,0,100.0,,100.0
The Views,2026-01-07 17:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,41,,37.7,26.8,22.9,41,0.0,21.8,1019.4,0,100.0,,100.0
The Views,2026-01-07 18:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,45,,12.0,26.5,21.9,45,0.0,17.9,1020.0,0,100.0,,100.0
The Views,2026-01-07 19:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,47,,10.6,26.0,21.2,47,0.0,14.8,1020.5,0,100.0,,100.0
The Views,2026-01-07 20:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,48,,20.1,25.8,20.7,48,0.0,12.0,1021.1,0,100.0,,100.0
The Views,2026-01-07 21:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,49,,23.0,25.7,19.9,49,0.0,9.8,1021.4,0,100.0,,100.0
The Views,2026-01-07 22:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,52,,23.0,25.5,19.0,52,0.0,8.4,1021.6,0,100.0,,100.0
The Views,2026-01-07 23:00:00,2026-01-07,25.092213,55.168125,Asia/Dubai,53,,23.1,25.2,18.5,53,0.0,8.0,1021.4,0,100.0,,100.0
The Views,2026-01-08 00:00:00,2026-01-08,25.092213,55.168125,Asia/Dubai,53,,22.7,25.0,18.1,53,0.0,8.2,1021.1,0,100.0,,100.0
The Views,2026-01-08 01:00:00,2026-01-08,25.092213,55.168125,Asia/Dubai,52,,22.7,24.8,17.9,52,0.0,6.7,1020.5,0,100.0,,100.0
The Views,2026-01-08 02:00:00,2026-01-08,25.092213,55.168125,Asia/Dubai,54,,22.9,24.4,17.1,54,0.0,6.0,1020.5,0,100.0,,100.0
